,id,original,translation
47313,55557-1499969164436-53318," then, I say,   Well may we fight for her whom, we know well,   The world's large spaces cannot parallel. ", I say it is a proper thing to fight for someone who is without comparison throughout the world.
47314,55558-1499969180551-36578," Paris and Troilus, you have both said well,   And on the cause and question now in hand   Have glozed, but superficially: not much   Unlike young men, whom Aristotle thought   Unfit to hear moral philosophy: ","Paris and Troilus you have both given good speeches even if they were superficial, like the young men who Aristotle thought were unfit to be part of moral debates."
47315,55558-1499969196643-38645," The reasons you allege do more conduce   To the hot passion of distemper'd blood   Than to make up a free determination   'Twixt right and wrong, for pleasure and revenge   Have ears more deaf than adders to the voice   Of any true decision. ","The reasons you give are full of passion rather than an unbiased decision between right and wrong, after all pleasure and revenge are deaf, like a snake is, to logic."
47316,55558-1499969206983-31894," Nature craves   All dues be render'd to their owners: now,   What nearer debt in all humanity   Than wife is to the husband? ","Nature demands that all debts are settled, and what debt could be greater than a wife being kept from her husband?"
47317,55558-1499969224289-84105," If this law   Of nature be corrupted through affection,   And that great minds, of partial indulgence   To their benumbed wills, resist the same,   There is a law in each well-order'd nation   To curb those raging appetites that are   Most disobedient and refractory. "," If natural law is upset by a man's lust, and great minds resist natural law because of their weak will, there are  laws in each nation to stop those whose appetites cannot be controlled ."
47318,55558-1499969243327-31420," If Helen then be wife to Sparta's king,   As it is known she is, these moral laws   Of nature and of nations speak aloud   To have her back return'd: thus to persist   In doing wrong extenuates not wrong,   But makes it much more heavy. "," If Helen is the wife of Menelaus, as we all know she is, the moral laws of nature and society say that she must be returned. To continue doing an immoral act does not make it better but worse."
47319,55558-1499969252486-80099," Hector's opinion   Is this in way of truth; yet ne'ertheless,   My spritely brethren, I propend to you   In resolution to keep Helen still,   For 'tis a cause that hath no mean dependance   Upon our joint and several dignities. ","This is my honest opinion, but nonetheless, my youthful brothers, I feel like agreeing that we keep Helen, because it would reflect so badly on us if we did not."
47320,55559-1499969295009-5410," Why, there you touch'd the life of our design:   Were it not glory that we more affected   Than the performance of our heaving spleens,   I would not wish a drop of Trojan blood   Spent more in her defence. ","That's exactly what I was trying to say, if there was no glory in carrying on the fight I wouldn't want another drop of Trojan blood to be spilled in her defense."
47321,55559-1499969307268-1082," But, worthy Hector,   She is a theme of honour and renown,   A spur to valiant and magnanimous deeds,   Whose present courage may beat down our foes,   And fame in time to come canonize us; "," But, worthy Hector, she is a legendary prize, proof of our excellence and bravery, and if we are courageous enough to defeat our enemies we will become famous heroes."
47322,55559-1499969314180-50268," For, I presume, brave Hector would not lose   So rich advantage of a promised glory   As smiles upon the forehead of this action   For the wide world's revenue. ", I presume brave Hector would not give up this promise of fame for all the wealth in the world.
47323,55560-1499969409428-71194," I am yours,   You valiant offspring of great Priamus. ","I will help you, brave son of Priam."
47324,55560-1499969419460-46872, I have a roisting challenge sent amongst   The dun and factious nobles of the Greeks   Will strike amazement to their drowsy spirits: , I have sent a rousing challenge to the slow and in-fighting Greek nobility that will rouse them.
47325,55560-1499969428736-73707," I was advertised their great general slept,   Whilst emulation in the army crept:   This, I presume, will wake him. "," I was told that their great champion, Achilles, refused to fight, whilst the others sought to imitate him. I presume that my challenge will wake him."
47326,55563-1499969466375-51569," How now, Thersites! what lost in the labyrinth of   thy fury! Shall the elephant Ajax carry it thus? ","Oh Thersites! What, are you stuck in a maze of your own hate? Will the elephant Ajax win over you like this?"
47327,55563-1499969482671-84238," He   beats me, and I rail at him: O, worthy satisfaction!   would it were otherwise; that I could beat him,   whilst he railed at me. "," He hits me and I insult him,  oh that's a worthy payback!  I wish it were the other way around, and I could hit him whilst he shouted at me."
47328,55563-1499969504883-50701," 'Sfoot, I'll learn to   conjure and raise devils, but I'll see some issue of   my spiteful execrations. "," God's foot, if I have to learn magic and how to conjure demons I will do it, to make my hatred productive."
47329,55563-1499969520903-48792," Then there's Achilles, a   rare enginer! If Troy be not taken till these two   undermine it, the walls will stand till they fall of   themselves. "," Then there's Achilles,  a strange sapper . If Troy isn't taken by these two, it won't be until the walls fall over on their own."
47330,55563-1499969546527-10108," O thou great thunder-darter of Olympus,   forget that thou art Jove, the king of gods and,   Mercury, lose all the serpentine craft of thy   caduceus, if ye take not that little, little less   than little wit from them that they have! "," Oh Jupiter give up your thunderbolts, and Mercury give up your  medicine , if you don't take the last of Ajax and Achilles' pathetic wit from them."
47331,55563-1499969558041-11005," which   short-armed ignorance itself knows is so abundant   scarce, it will not in circumvention deliver a fly   from a spider, without drawing their massy irons and   cutting the web. ", Those stupid creatures couldn't think of a way of saving a fly from a spider without drawing their swords and cutting the web apart.
47332,55563-1499969576816-82664," After this, the vengeance on the   whole camp! or rather, the bone-ache! for that,   methinks, is the curse dependent on those that war   for a placket. "," After these two, I'd put a plague on the whole camp! Or I'd make their  bones ache , a suitable curse for those that go to war over a  woman ."
47333,55563-1499969583297-45362, I have said my prayers and devil Envy   say Amen. What ho! my Lord Achilles! ," I have said my prayers and now only need the devil of Envy to agree. What's this, my lord Achilles."
47334,f2e2c5a9-4a56-a350-2a71-b01ad6ab9bc9," Who's there? Thersites! Good Thersites, come in and  rail. ","Who's there? Thersites! Oh good, come in and start complaining."
47335,55566-1499969638595-26789," If I could have remembered a gilt counterfeit, thou   wouldst not have slipped out of my contemplation: but   it is no matter; thyself upon thyself! ",If my memory  was able to remember a gilded fake you would not have left my prayers: but it's not important. Be true to yourself!
47336,55566-1499969651143-99982," The common   curse of mankind, folly and ignorance, be thine in   great revenue! heaven bless thee from a tutor, and   discipline come not near thee! "," May you be kept wealthy by the common failings of mankind, stupidity and ignorance. May the gods give you the wisdom of a tutor, and you never experience punishment."
47337,55566-1499969687834-17571," Let thy blood be thy   direction till thy death! then if she that lays thee   out says thou art a fair corse, I'll be sworn and   sworn upon't she never shrouded any but lazars.   Amen. Where's Achilles? "," Be guided by your passions until you die, and if the woman who prepares your body when you die calls you beautiful, then I was a liar and swore that she never prepared anyone who wasn't a leper. Amen. Where's Achilles?"
47338,b72f747b-18d4-9872-62eb-9a6df22d02a1," What, art thou devout? wast thou in prayer? ","What, are you devout? Were you praying?"
47339,09541ece-9218-ce4d-6431-9efb1fbdec30, Ay: the heavens hear me!  ,"Yes, may the heavens hear me!"
47340,6a05dd33-0856-cfac-9a64-eb69b8004edb, Who's there? ,Who's there?
47341,046782f7-8b1b-659a-2e23-8f5dba6639a8," Thersites, my lord. ","Thersites, my lord."
47342,32be76d9-8515-026b-4e28-28e2ae57d4ff," Where, where? Art thou come? why, my cheese, my digestion, why hast thou not served thyself in to my table so many meals? Come, what's Agamemnon? ",@
47343,53b127ee-73d4-91e9-5736-6e7afb9532a5," Thy commander, Achilles. Then tell me, Patroclus, what's Achilles? ","He is your commander, Achilles. Now tell me, Patroclus, what's Achilles?"
47344,cb92f84f-c242-3ba0-9516-05b8614c6d55," Thy lord, Thersites: then tell me, I pray thee, what's thyself? ","He is your lord, Thersites. Now tell me, please, what are you?"
47345,c29fbe4b-35dd-db5c-ec47-c0fd07419463," Thy knower, Patroclus: then tell me, Patroclus, what art thou? ","I am the one who understands you, Patroclus. Now tell me, Patroclus, what are you?"
47346,902274a3-5937-0cc7-8249-4b6e26cf4849, Thou mayst tell that knowest. ,You can tell me if you know me.
47347,395fb1ab-52f0-3408-33f0-633bb9bb6429," O, tell, tell. ","Tell him, tell him."
47348,c43f3722-85a6-70d5-ca0f-1df991cf4193," I'll decline the whole question. Agamemnon commands Achilles; Achilles is my lord; I am Patroclus' knower, and Patroclus is a fool. ","I'll begin from the beginning. Agamemnon commands Achilles, Achilles is my lord, I am Patroclus's knower, and Patroclus is a fool."
47349,8fae4f14-6bf7-40d2-0a8d-e21ac2cc9d15, You rascal! ,You rascal!
47350,a3e7d5f6-10bd-0ce7-45a6-1ece15dc51cb," Peace, fool! I have not done. ","Be quiet, fool! I am not finished."
47351,ab6e339b-b6b5-4b05-0a29-d1123fbb74a1," He is a privileged man. Proceed, Thersites. ",@
47352,91309d3f-c829-bb8a-408e-4e3ea06f80e0," Agamemnon is a fool; Achilles is a fool; Thersites is a fool, and, as aforesaid, Patroclus is a fool. ","Agamemnon is a fool, Achilles is a fool, Thersites is a fool, and as I have already said, Patroclus is a fool."
47353,cec4a366-b9c0-fae4-8a98-ee5598db638d, Derive this; come. ,"How did you figure this out, then?"
47354,55584-1499969722346-44892, Agamemnon is a fool to offer to command Achilles;   Achilles is a fool to be commanded of Agamemnon; ,Agamemnon is a fool to try and command Achilles. Achilles is a fool because he is commanded by Agamemnon.
47355,55584-1499969728138-47452," Thersites is a fool to serve such a fool, and   Patroclus is a fool positive. ", Thersites is a fool because he serves such a fool. And Patroclus is definitely a fool.
47356,3e8cf4f1-af98-ee57-2ff6-b996bd4ecf0a, Why am I a fool? ,Why am I a fool?
47357,c6202e49-5cb6-426b-68ae-e7297af14b71," Make that demand of the prover. It suffices me thou art. Look you, who comes here? ",@
47358,8fa7ad9b-001b-140e-50f2-13798dd28f62," Patroclus, I'll speak with nobody. Come in with me, Thersites.  ","Patroclus I do not want to speak to anyone, come into the tent Thersites."
47359,55589-1499969744554-90695," Here is such patchery, such juggling and such   knavery! ",These are good tricks and traps.
47360,55589-1499969752876-97741, all the argument is a cuckold and a   whore; a good quarrel to draw emulous factions   and bleed to death upon. ," My argument was a baseless show, a clever argument that will make these men argue and fight to the death."
47361,55589-1499969758700-26849," Now, the dry serpigo on   the subject! and war and lechery confound all! "," Now, a  plague  on the subject! Let war and greed ensnare everyone!"
47362,b8eb1573-3223-ba98-b8fd-666ade5d47a2, Where is Achilles? ,Where is Achilles?
47363,8ec5133c-e82f-46f0-4d6d-f17c50a6e735," Within his tent; but ill disposed, my lord. ","He's in the tent, but he's ill, my lord."
47364,55594-1499969774848-1231," Let it be known to him that we are here.   He shent our messengers; and we lay by   Our appertainments, visiting of him: ","Let him know we are here. He has shamefully turned away our messengers, and we are willing to forget our rank by visiting him."
47365,55594-1499969780302-39458," Let him be told so; lest perchance he think   We dare not move the question of our place,   Or know not what we are. ", Tell him this so that he does not think we aren't willing to pull rank on him or that we do not know our power.
47366,f0e47944-2699-bc65-90b0-3780be2ce8df, I shall say so to him.  ,I will tell him this.
47367,56a57f00-77ba-f44e-e620-e10211f36e72, We saw him at the opening of his tent: He is not sick. ,We saw him at the entrance of his tent so he can't be sick.
47368,40d772d4-791e-ed13-97f8-a6e243b46565," Yes, lion-sick, sick of proud heart: you may call it melancholy, if you will favour the man; but, by my head, 'tis pride: but why, why? let him show us the cause. A word, my lord.  ","He's got the sickness of a lion, he's sick from pride. If you want to make him feel better call it sadness. But I know it is pride. But why is he proud? Let him show us a reason for his pride. A word with you, my lord."
47369,b6d023e5-339f-304a-ee68-e6a3a3fb2c84, What moves Ajax thus to bay at him? ,Why is Ajax so angry at Achilles?
47370,bda57067-d31c-4a74-0e2b-478f5577754a, Achilles hath inveigled his fool from him. ,Achilles has taken his fool from him.
47371,5dd20b89-dbbd-6295-12f3-d3c135b06d96," Who, Thersites? ","Who do you mean, Thersites?"
47372,496f3853-f168-86f5-6807-f78f95548ed5, He. ,Yes.
47373,6b08154d-17df-60fa-ce50-fa4630d8ac4d," Then will Ajax lack matter, if he have lost his  argument. ","Ajax probably has nothing to think about, without Thersites to argue with."
47374,7d59e1a1-b5fc-b7f5-2c61-6e94045c98ef," No, you see, he is his argument that has his argument, Achilles. ","No, the fool takes his argument from his keeper. So now Achilles has become Thersites's argument."
47375,8129b93d-a99a-9a8d-5556-fb82ee4504bf, All the better; their fraction is more our wish than their faction: but it was a strong composure a fool could disunite. ,@
47376,ee90ad81-d8ba-3142-f487-b9150820b903," The amity that wisdom knits not, folly may easily untie. Here comes Patroclus.  ",A friendship that isn't wise can be easily broken by folly. Patroclus is coming back.
47377,7b11b62d-ecc0-f883-42ab-6fc503c9e550, No Achilles with him. ,Without Achilles.
47378,88e9007c-9e15-5cf6-6af4-0fa154bd2d5d," The elephant hath joints, but none for courtesy: his legs are legs for necessity, not for flexure. ",@
47379,55611-1499969814651-56567," Achilles bids me say, he is much sorry,   If any thing more than your sport and pleasure   Did move your greatness and this noble state   To call upon him; ",Achilles asked me to say that he is very sorry if you had any serious business to come all this way to him.
47380,55611-1499969823698-1268," he hopes it is no other   But for your health and your digestion sake,   And after-dinner's breath. ", He hopes you only came this way as part of a leisurely walk after dinner.
47381,55612-1499969839268-45743," Hear you, Patroclus:   We are too well acquainted with these answers:   But his evasion, wing'd thus swift with scorn,   Cannot outfly our apprehensions. ","Listen, Patroclus, we know these responses very well. But his desire to avoid us, sent with such scorn, can't escape our notice."
47382,55612-1499969853477-64964," Much attribute he hath, and much the reason   Why we ascribe it to him; yet all his virtues,   Not virtuously on his own part beheld,   Do in our eyes begin to lose their gloss,   Yea, like fair fruit in an unwholesome dish,   Are like to rot untasted. "," He has a great reputation, and it is well deserved, but all his virtues begin to seem less impressive to us if he does nothing, just as fresh fruit placed in a rotten meal won't be eaten."
47383,55612-1499969967605-74814," Go and tell him,   We come to speak with him; and you shall not sin,   If you do say we think him over-proud   And under-honest, in self-assumption greater   Than in the note of judgment; "," Go and tell him we want to speak to him, and don't be afraid to tell him we think he has grown too proud and dishonest. He thinks he is better than he is."
47384,55612-1499970109224-89243," and worthier   than himself   Here tend the savage strangeness he puts on,   Disguise the holy strength of their command,   And underwrite in an observing kind   His humorous predominance;   yea, watch   His pettish lunes, his ebbs, his flows, as if   The passage and whole carriage of this action   Rode on his tide. "," Tell him that while he acts aloof a better man is waiting outside, a man who is pretending not to be a divine king, a man who is willingly waiting for him to get off his high horse. I am watching his sulking and pathetic self-assured demeanor. "
47385,55612-1499969993954-87966," Go tell him this, and add,   That if he overhold his price so much,   We'll none of him; but let him, like an engine   Not portable, lie under this report: ","Go, and tell him these things, and say that if he thinks too much of himself we will not see him, but rather we will let him lie here like a siege engine without wheels and place a note outside his tent:"
47386,55612-1499970000070-5552," 'Bring action hither, this cannot go to war:   A stirring dwarf we do allowance give   Before a sleeping giant.' Tell him so. "," ""Unless the fighting comes here, this engine cannot go to war, we would rather take an active dwarf than a sleeping giant."" Tell him this."
47387,e8b9eee3-fd36-d802-6bbf-96efdf56604f, I shall; and bring his answer presently.  ,"I will, and I will tell you what he says as soon as possible."
47388,f0e09d4a-3e71-c814-0238-6b6ad40e3b52," In second voice we'll not be satisfied; We come to speak with him. Ulysses, enter you.  ","I don't want to speak to a middle man, we will come in too. Ulysses, go in."
47389,1d5920f8-d0fb-2d3a-487c-bd0fd051acd8, What is he more than another? ,Is he better than anyone else?
47390,33a32cf4-6f9e-a6da-c830-399537eadc84, No more than what he thinks he is. ,He thinks he is.
47391,81b1806e-1e65-f519-521a-ba0ad9903d13, Is he so much? Do you not think he thinks himself a better man than I am? ,And is he as good as he thinks he is? Do you think he thinks he is better than me?
47392,bb88cd1d-e9e8-a7c1-a72d-d25c280e4758, No question. ,Undoubtedly.
47393,8e03c704-fbb7-cd4a-9a12-d9b691394c54," Will you subscribe his thought, and say he is? ","Do you agree with him, and think he is better than me?"
47394,90d7a83e-97f8-e4af-1131-f6945b1ab329," No, noble Ajax; you are as strong, as valiant, as wise, no less noble, much more gentle, and altogether more tractable. ","No, noble Ajax, you are as strong, valiant, wise, noble, and more gentle than he, and much more easily ordered to do things."
47395,d24b6273-8976-8c00-0500-e461e26f7ba9, Why should a man be proud? How doth pride grow? I know not what pride is. ,Why is anyone proud? Where does pride come from? I don't even know what pride is.
47396,55624-1499970127397-72672," Your mind is the clearer, Ajax, and your virtues the   fairer. He that is proud eats up himself: ","Your smarter and more virtuous for being that way, Ajax, proud men tarnish themselves."
47397,55624-1499970157913-79057," pride is   his own glass, his own trumpet, his own chronicle; "," Pride is like a mirror to itself, its own trumpet, and its own biography."
47398,55624-1499970164512-2199," and whatever praises itself but in the deed, devours   the deed in the praise. ", Anything that honors itself except by acting well ruins the action.
47399,a42382fa-76f9-f3e6-a35f-07fb2925107c," I do hate a proud man, as I hate the engendering of  toads. ",@
47400,cd203835-1ad3-0de4-5109-45e8e4132e22,    Yet he loves himself: is't not strange?," Yet he is a proud man, what does that imply?"
47401,c6ad70ed-1265-0ea0-9a81-e7ade87828b2, Achilles will not to the field to-morrow. ,Achilles will not fight tomorrow.
47402,9bc4935c-146f-1de8-d262-e6a73c55a4c7, What's his excuse? ,What's his excuse?
47403,c8879f6b-7c81-3ab0-146b-e33df8e8503c," He doth rely on none, But carries on the stream of his dispose Without observance or respect of any, In will peculiar and in self-admission. ","He doesn't have one, but carries on acting as he has been without respect for anyone else, solely on his own authority."
47404,1c2c8b8e-de15-d634-1c94-074a76ca2346, Why will he not upon our fair request Untent his person and share the air with us? ,"Why won't he, when we have so politely asked him, leave his tent and talk with us?"
47405,55633-1499970185001-75543," Things small as nothing, for request's sake only,   He makes important: ","He pretends trivial requests are important, purely because they are asked of him."
47406,55633-1499970207417-76238," possess'd he is with greatness,   And speaks not to himself but with a pride   That quarrels at self-breath: imagined worth   Holds in his blood such swoln and hot discourse   That 'twixt his mental and his active parts   Kingdom'd Achilles in commotion rages   And batters down himself: "," He is so certain of his greatness he is not even satisfied with his own praises of himself, his sense of self worth has such a grip on him that the mental landscape of Achilles is in a state of civil war."
47407,55633-1499970213439-6917, what should I say?   He is so plaguy proud that the death-tokens of it   Cry 'No recovery.' ," What else is there to say? He is so sickeningly proud that his symptoms cry out: ""No recovery is possible."""
47408,3fdd42f9-866a-6149-8438-c7006d9576b4," Let Ajax go to him. Dear lord, go you and greet him in his tent: 'Tis said he holds you well, and will be led At your request a little from himself. ","Let Ajax go to see him. Dear lord, go and greet him in his tent, it is said that he respects you, and will at your request be persuaded to make some small change in his behaviour."
47409,55635-1499970229947-96099," O Agamemnon, let it not be so!   We'll consecrate the steps that Ajax makes   When they go from Achilles: ","Oh Agamemnon, don't let that happen! We should treasure every step that Ajax takes away from Achilles."
47410,55635-1499970248344-33659," shall the proud lord   That bastes his arrogance with his own seam   And never suffers matter of the world   Enter his thoughts, save such as do revolve   And ruminate himself, shall he be worshipp'd   Of that we hold an idol more than he? ",The proud lord that stews in his arrogant pride and is incapable of thinking about anyone other than himself shouldn't be given the honor of a visit from a man we worship more than himself.
47411,55635-1499970263958-65344," No, this thrice worthy and right valiant lord   Must not so stale his palm, nobly acquired;   Nor, by my will, assubjugate his merit,   As amply titled as Achilles is,   By going to Achilles: "," No this very worthy and truly valiant lord must not have his deserved honor sullied. Nor would I want to see his merit, that is as great as Achilles's, treated as worse by making him go to Achilles."
47412,55635-1499970272157-75448, That were to enlard his fat already pride   And add more coals to Cancer when he burns   With entertaining great Hyperion. ,That would be like pumping up his already massive ego or throwing fuel into a mid-summer sun of pride.
47413,55635-1499970283867-51773," This lord go to him! Jupiter forbid,   And say in thunder 'Achilles go to him.' "," That Ajax should go to him? May Jupiter forbid it and shout down with thunder ""Achilles go him."""
47414,bdd65c29-715a-5c25-04f2-4c3b6eb13e68,"    O, this is well; he rubs the vein of him. "," Oh this is excellent, Ulysses is playing Ajax perfectly."
47415,d0a731c0-f299-eac4-ec38-7c474459c262,    And how his silence drinks up this applause! , Look at how he silently enjoys this applause.
47416,c8eaed3a-b60e-58d7-e677-a5ec4158d087," If I go to him, with my armed fist I'll pash him o'er  the face. ","If I go to him, I'll smash him in the face with my armored fist."
47417,a533d550-d5b7-05cd-c7e1-5322225d47d7," O, no, you shall not go. ","Oh no, you mustn't go in."
47418,5346db41-0d54-78af-5e3f-1267d81e00bb," An a' be proud with me, I'll pheeze his pride: Let me go to him. ","If he is proud to me, I'll sort his pride out. Let me go to him."
47419,736bb1c3-5786-adda-9d25-e1d615616a44, Not for the worth that hangs upon our quarrel. ,Not for all the honor of defeating Troy.
47420,f1e2bfa6-1bce-67f0-9fce-8c6bf2ef903a," A paltry, insolent fellow! ","He is a small, insolent man."
47421,9504527d-7c18-8135-a4a1-d61e54c9ec3e, How he describes himself! , Ajax could be describing himself!
47422,fde627e2-e756-c3cb-d3c1-de5977371157, Can he not be sociable? ,Is it so much for him to come out?
47423,440b2f1c-378a-265b-839f-db3de8aa6ad6, The raven chides blackness. , The pot is calling the kettle black.
47424,fc770e87-2a7a-cea1-ecab-9644cbdfcb90, I'll let his humours blood. ,@
47425,fd4b65bc-0f46-baa7-5459-0b062c1708e7, He will be the physician that should be the patient. ," He should be the patient, but wants to be the doctor."
47426,57d632d4-340a-084b-44da-7234244716e5," An all men were o' my mind,— ",If all men thought like me...
47427,e365de58-475f-0661-0894-bf20bbe3a58b, Wit would be out of fashion. , Being witty would no longer be in fashion.
47428,5c89039a-5ad4-71c7-75b1-5f24706307fd," A' should not bear it so, a' should eat swords first: shall pride carry it? ",@
47429,a83a2c4e-27a8-dbea-d419-a81d3d327bbd," An 'twould, you'ld carry half. ", If it was allowed to win it'd half be your fault.
47430,e14510c3-b7f4-86ce-8932-6645b7fd8347, A' would have ten shares. , He would have ten portions of pride.
47431,8b667eed-de9c-ecba-0282-8c2ef5038f4f, I will knead him; I'll make him supple. ,@
47432,08d08bf3-80c8-2129-2f46-85824dfdb478," He's not yet through warm: force him with praises: pour in, pour in; his ambition is dry. "," He's not ambitious enough yet, stuff him with more praise, go, go, he's not ready."
47433,ab981f55-8fff-7095-db33-b5c6829700d6,"    My lord, you feed too much on this  dislike. ", My lord you let Achilles's snubbing of you play too heavily on your mind.
47434,1853a169-68df-031a-cb75-1276c9fdba48," Our noble general, do not do so. ","Noble general, do not think about it."
47435,00e60127-f352-88b8-34ef-be3b59e2b1e2, You must prepare to fight without Achilles. ,You must prepare for the battle with Hector without Achilles.
47436,f4eebdc7-9034-71ed-91a5-0e4850b758a5," Why, 'tis this naming of him does him harm. Here is a man—but 'tis before his face; I will be silent. ","Saying Achilles's name is upsetting Agamemnon. Here is a man who could be our champion... but I should not discuss this whilst he is here, I will be silent."
47437,f722a538-6092-242f-bcca-e0ba9880e45e," Wherefore should you so? He is not emulous, as Achilles is. ",Why shouldn't you speak of it? Ajax isn't as proud as Achilles is.
47438,ee4a77eb-0699-efba-cf0a-7b605322ddbd," Know the whole world, he is as valiant. ",But the whole world knows he is as brave.
47439,52f6a01e-efa9-b7a7-2a0e-e7f2167e8274," A whoreson dog, that shall pelter thus with us! Would he were a Trojan! ","That son of a bitch, how dare he swindle us like this? I wish he were a Trojan."
47440,4bc873ff-58e1-02ac-a3af-f3ec666a1e98," What a vice were it in Ajax now,— ",How terrible would it be if Ajax now...
47441,8c608945-7f05-beec-062a-5182a14fa7a6," If he were proud,— ",If he were proud...
47442,523a3b35-4a45-b2a6-af08-cca9264f08f0," Or covetous of praise,— ",Or sought after praise...
47443,6918b6ee-f9db-08e0-fa2e-2ff1921eefb1," Ay, or surly borne,— ","Yes, or if he was aloof..."
47444,f251c67f-2d84-1fe0-b5bf-bbacdba455f7," Or strange, or self-affected! ",Or refused to be sociable.
47445,55667-1499970319777-63457," Thank the heavens, lord, thou art of sweet composure;   Praise him that got thee, she that gave thee suck:   Famed be thy tutor, and thy parts of nature   Thrice famed, beyond all erudition: ","Thank heavens, lord Ajax, that you are such a great man, and may the gods bless your father and mother! Your education must have been magnificent, but no education could teach you to be as great as you naturally are."
47446,55667-1499970334477-59684," But he that disciplined thy arms to fight,   Let Mars divide eternity in twain,   And give him half: and, for thy vigour,   Bull-bearing Milo his addition yield   To sinewy Ajax. "," The man who taught you to fight should be blessed by  Mars , even the mighty athlete  Milo   seems weak next to Ajax."
47447,55667-1499970347223-77745," I will not praise thy wisdom,   Which, like a bourn, a pale, a shore, confines   Thy spacious and dilated parts: here's Nestor;   Instructed by the antiquary times,   He must, he is, he cannot but be wise: "," I cannot praise the wisdom which  disciplines  your body, but might compare it to Nestor, who is so old that must be wise."
47448,55667-1499970353247-85256," Put pardon, father Nestor, were your days   As green as Ajax' and your brain so temper'd,   You should not have the eminence of him,   But be as Ajax. "," I'm sorry  father  Nestor, but I think if you were as young as Ajax, your natural wit would not exceed his, but would be its equal."
47449,87b92fc6-d17c-d137-e775-5142f22da184, Shall I call you father? ,Will you be my father and mentor?
47450,6011f5e7-c830-b24f-793d-51e5de4184c1," Ay, my good son. ",@
47451,aa112e24-0c57-149e-b59a-f3a4f068c8c4," Be ruled by him, Lord Ajax. ","Follow his directions, lord Ajax."
47452,55671-1499970375528-79697, There is no tarrying here; the hart Achilles   Keeps thicket   . ,"We shouldn't wait around here, the unsociable Achilles won't come into the open."
47453,55671-1499970390127-8160, Please it our great general   To call together all his state of war;   Fresh kings are come to Troy: , If it pleases our great general we should call together the war council as more Greek kings have arrived to help us.
47454,55671-1499970402928-44318," to-morrow   We must with all our main of power stand fast:   And here's a lord,—come knights from east to west,   And cull their flower, Ajax shall cope the best. "," Tomorrow morning we should assemble the men on the field of battle. Even if all of the knights in the world came here, and we had our choice of them all, Ajax will perform best."
47455,c7c24b26-9848-942d-f7a7-f5b293f33d1b," Go we to council. Let Achilles sleep: Light boats sail swift, though greater hulks draw deep.  ",@
47456,ca83943f-db92-2cdf-3a89-51e74588db9a," Friend, you! pray you, a word: do not you follow the young Lord Paris? ",@
47457,d4e00e91-9dea-40b3-400e-2cc091fd5060," Ay, sir, when he goes before me. ",@
47458,35682d29-aa7e-88ad-7296-bbd6d8de0bb4," You depend upon him, I mean? ","He provides your livelihood, I mean?"
47459,64ff752c-2a81-ecce-1545-85791468a985," Sir, I do depend upon the lord. ",@
47460,3376be70-d623-d6fb-0c64-9ae9e194ff55, You depend upon a noble gentleman; I must needs praise him. ,"You are provided for by a noble gentleman, who deserves praise."
47461,a3a569a9-6967-dcb6-5c1d-b5f3c73f08cd, The lord be praised! ,@
47462,608e7e5c-297c-94ea-00f3-f329c9664dbb," You know me, do you not? ","You know who I am, right?"
47463,53653b72-8337-6b0a-5f6c-190e36cb5a6c," Faith, sir, superficially. ","Honestly, sir, only vaguely."
47464,c5f71490-534a-e336-816b-54f2dd9c1639," Friend, know me better; I am the Lord Pandarus. ","Friend, we should know each other better. I am the lord Pandarus."
47465,0a874755-f50a-472c-31f4-3e140b081885, I hope I shall know your honour better. ,@
47466,810574b4-7fe8-52e0-ad8f-9fa5ef979464, I do desire it. ,I hope so.
47467,dfdba2a3-3ad9-a8d9-3588-b6078c661c96, You are in the state of grace. ,@
47468,3d13d901-e626-84e7-9767-26c933949f2d," Grace! not so, friend: honour and lordship are my  titles.  ",@
47469,88d0a198-bb76-bcfe-746b-2b9edfdf9bb1, What music is this?  ,What is this music?
47470,cc99bb76-be58-dfcf-e0a8-f2ad5d3d74cb," I do but partly know, sir: it is music in parts. ",@
47471,c83438fd-c0af-f173-e272-53990eba76de, Know you the musicians? ,Do you know the musicians?
47472,59ea065e-968c-47cd-5e08-42708a34342b," Wholly, sir. ","Yes, sir."
47473,9ba9f101-36ed-1ca8-4417-279b6fb395d6, Who play they to? ,Who are they playing for?
47474,64efeb02-b410-f761-07ab-da191ee6efaa," To the hearers, sir. ","They are playing to the people that are listening, sir."
47475,c3b8d1f1-578e-576e-4372-802b136a71d7," At whose pleasure, friend ","For whose pleasure, friend?"
47476,c9f8b631-4572-64d9-a263-80edf07f8938," At mine, sir, and theirs that love music. ","Well it pleases me, sir, and anyone else that loves music."
47477,d338b1ec-91aa-b070-3859-ab1b20c99c63," Command, I mean, friend. ","Not ""pleasure,"" I meant ""command,"" friend."
47478,9e19e560-742b-1d7d-8f28-b697b4ba5daf," Who shall I command, sir? ","Who will I command, sir?"
47479,bb59c037-cb21-263a-d73b-73a71772813b," Friend, we understand not one another: I am too courtly and thou art too cunning. At whose request do these men play? ",@
47480,55700-1499970507035-59455," That's to 't indeed, sir: marry, sir, at the request   of Paris my lord, who's there in person; ","That's it, sir. To tell you the truth, sir, they play because Paris asked them to. He's there listening to them now."
47481,55700-1499970512740-54607," with him,   the mortal Venus, the heart-blood of beauty, love's   invisible soul,— ","With him, the human  Venus , the real expression of ideal beauty, love itself..."
